Volume,vw,Open,Close,High,Low,timestamp,n
6833.0,122.9931,123.04,122.91,123.04,122.9,2026-07-31 10:34:00,182
1264.0,122.92,122.92,122.9,122.92,122.9,2026-07-31 10:35:00,13
439.699361,123.2472,123.12,123.12,123.12,123.12,2026-07-31 10:37:00,15
984.0,123.0537,123.06,123.05,123.06,123.05,2026-07-31 10:41:00,15
2070.0,123.0036,123.0013,123.0013,123.0013,123.0013,2026-07-31 10:46:00,7
452.0,123.022,123.0,123.0,123.0,123.0,2026-07-31 10:48:00,31
1075.0,122.9913,123.0,122.99,123.0,122.98,2026-07-31 10:49:00,27
134.0,122.9164,122.9135,122.9135,122.9135,122.9135,2026-07-31 10:51:00,4
966.0,123.0101,123.01,123.01,123.01,123.01,2026-07-31 10:52:00,3
508.0,123.0096,123.01,123.01,123.01,123.01,2026-07-31 10:58:00,4
1043.0,123.0467,123.05,123.05,123.05,123.05,2026-07-31 10:59:00,7
8581.603103,122.9894,123.04,122.92,123.2682,122.81,2026-07-31 11:00:00,300
1475.744615,123.0095,122.9628,122.95,122.9628,122.9312,2026-07-31 11:01:00,45
8235.043694,122.7322,122.9668,122.6127,122.9738,122.6,2026-07-31 11:02:00,84
2222.150407,122.7338,122.75,122.67,122.9999,122.67,2026-07-31 11:03:00,51
2305.123346,122.696,122.7,122.6659,122.7,122.6509,2026-07-31 11:04:00,44
2340.008913,122.7095,122.76,122.68,122.76,122.65,2026-07-31 11:05:00,55
1162.651884,122.8711,122.6631,122.7245,122.8815,122.6631,2026-07-31 11:06:00,36
1418.044172,122.8654,122.7944,122.8915,122.8915,122.7944,2026-07-31 11:07:00,28
481.523211,123.0032,122.87,122.95,122.95,122.87,2026-07-31 11:08:00,24
1296.696914,122.7884,122.71,122.71,122.71,122.71,2026-07-31 11:09:00,20
3650.109083,122.6007,122.7,122.52,122.7,122.52,2026-07-31 11:10:00,119
8286.857348,122.51,122.51,122.4093,122.51,122.4093,2026-07-31 11:11:00,94
5511.117532,122.3605,122.41,122.5,122.55,122.3,2026-07-31 11:12:00,93
1862.285524,122.3897,122.54,122.4637,122.54,122.32,2026-07-31 11:13:00,28
4126.15,122.4225,122.47,122.42,122.5,122.3192,2026-07-31 11:14:00,57
2337.634643,122.3474,122.35,122.31,122.35,122.31,2026-07-31 11:15:00,67
1888.0,122.344,122.53,122.27,122.53,122.27,2026-07-31 11:16:00,47
3525.69768,122.3564,122.35,122.39,122.39,122.28,2026-07-31 11:17:00,43
1511.231997,122.5165,122.47,122.55,122.55,122.47,2026-07-31 11:18:00,41
3039.033002,122.573,122.5832,122.6,122.6,122.4794,2026-07-31 11:19:00,52
536.0,122.607,122.59,122.59,122.59,122.59,2026-07-31 11:20:00,20
289.340749,122.75,122.6,122.6,122.6,122.6,2026-07-31 11:21:00,16
770.938874,122.8003,122.79,122.57,122.79,122.57,2026-07-31 11:22:00,35
467.64294,122.7834,122.5,122.5,122.5,122.5,2026-07-31 11:23:00,25
895.782811,122.7697,122.75,122.6,122.75,122.5001,2026-07-31 11:24:00,25
828.950956,122.8143,122.6883,122.6866,122.6883,122.6695,2026-07-31 11:25:00,23
666.548893,122.7187,122.56,122.56,122.56,122.56,2026-07-31 11:27:00,28
1385.883215,122.6113,122.7,122.5,122.7,122.5,2026-07-31 11:28:00,45
1954.665,122.5483,122.5,122.45,122.5,122.45,2026-07-31 11:29:00,64
1833.692689,122.4907,122.5,122.3857,122.6,122.3857,2026-07-31 11:30:00,31
1633.490505,122.6145,122.5716,122.583,122.5916,122.5716,2026-07-31 11:31:00,23
632.732367,122.583,122.5739,122.42,122.5739,122.42,2026-07-31 11:32:00,33
1269.0,122.4454,122.41,122.4,122.47,122.4,2026-07-31 11:33:00,27
213.453965,122.6677,122.35,122.35,122.35,122.35,2026-07-31 11:34:00,15
390.0,122.505,122.5806,122.46,122.5806,122.46,2026-07-31 11:35:00,13
1420.271548,122.5432,122.5,122.5897,122.5897,122.5,2026-07-31 11:36:00,25
558.650695,122.68,122.56,122.55,122.56,122.55,2026-07-31 11:37:00,26
721.998,122.6917,122.5792,122.47,122.5792,122.47,2026-07-31 11:38:00,15
1625.98633,122.5912,122.5,122.56,122.5854,122.5,2026-07-31 11:39:00,43
1887.86373,122.4175,122.38,122.3,122.38,122.29,2026-07-31 11:40:00,56
1007.22312,122.3737,122.36,122.3,122.36,122.3,2026-07-31 11:41:00,26
438.969638,122.7166,122.45,122.45,122.45,122.45,2026-07-31 11:42:00,20
1387.0,122.3773,122.3457,122.58,122.58,122.34,2026-07-31 11:43:00,11
564.585649,122.5836,122.4752,122.4752,122.4752,122.4752,2026-07-31 11:45:00,20
926.824593,122.4635,122.34,122.34,122.34,122.34,2026-07-31 11:46:00,30
552.632646,122.4809,122.32,122.4101,122.4101,122.32,2026-07-31 11:47:00,14
11394.711722,122.4378,122.4299,122.45,122.45,122.38,2026-07-31 11:48:00,23
1001.0,122.4441,122.45,122.4274,122.45,122.4274,2026-07-31 11:49:00,27
1119.163239,122.4575,122.43,122.5137,122.5137,122.3819,2026-07-31 11:50:00,23
399.879325,122.77,122.5452,122.45,122.5452,122.45,2026-07-31 11:51:00,14
1825.985174,122.5765,122.52,122.46,122.6,122.46,2026-07-31 11:52:00,40
481.0,122.5716,122.6,122.6,122.6,122.6,2026-07-31 11:53:00,21
4414.648566,122.5395,122.52,122.55,122.55,122.52,2026-07-31 11:54:00,23
658.861863,122.6747,122.46,122.5783,122.5783,122.46,2026-07-31 11:55:00,28
927.0,122.4522,122.46,122.4208,122.46,122.4208,2026-07-31 11:56:00,22
767.0,122.4833,122.43,122.52,122.52,122.43,2026-07-31 11:57:00,30
2527.651862,122.5438,122.503,122.52,122.52,122.49,2026-07-31 11:58:00,39
391.170781,122.5409,122.49,122.5,122.5,122.49,2026-07-31 11:59:00,19
11882.0,122.5695,122.5993,122.41,122.5993,122.4,2026-07-31 12:00:00,63
242.163331,122.5541,122.5044,122.5044,122.5044,122.5044,2026-07-31 12:01:00,14
431.024119,122.3291,122.3,122.3,122.3,122.3,2026-07-31 12:02:00,20
1717.0,122.4083,122.31,122.4534,122.4534,122.31,2026-07-31 12:03:00,33
549.603306,122.6028,122.5,122.5,122.5,122.45,2026-07-31 12:04:00,13
421.94734,122.6387,122.37,122.37,122.37,122.37,2026-07-31 12:05:00,20
8681.56578,122.5247,122.33,122.66,122.71,122.33,2026-07-31 12:06:00,167
800.78736,122.7539,122.6003,122.7121,122.7121,122.6003,2026-07-31 12:07:00,13
2980.0,122.6113,122.6,122.6854,122.6854,122.6,2026-07-31 12:08:00,35
4054.482135,122.534,122.5879,122.5,122.5879,122.5,2026-07-31 12:09:00,23
2678.059147,122.5479,122.55,122.59,122.59,122.5,2026-07-31 12:10:00,34
921.39,122.6493,122.56,122.57,122.71,122.5004,2026-07-31 12:11:00,28
4928.00816,122.4823,122.55,122.48,122.6775,122.39,2026-07-31 12:12:00,56
517.244698,122.6488,122.69,122.5,122.69,122.5,2026-07-31 12:13:00,20
340.296727,122.6166,122.38,122.58,122.58,122.38,2026-07-31 12:15:00,16
207.40787,122.6676,122.44,122.44,122.44,122.44,2026-07-31 12:16:00,13
557.118092,122.5239,122.49,122.49,122.49,122.49,2026-07-31 12:18:00,21
541.208288,122.5709,122.49,122.52,122.6,122.49,2026-07-31 12:19:00,20
677.061219,122.4736,122.46,122.35,122.46,122.35,2026-07-31 12:20:00,34
2417.435792,122.4894,122.48,122.4135,122.56,122.39,2026-07-31 12:21:00,58
2548.518349,122.5766,122.3617,122.64,122.64,122.3617,2026-07-31 12:23:00,40
5341.707894,122.7611,122.58,122.6614,122.97,122.58,2026-07-31 12:24:00,90
1224.575024,122.7326,122.6624,122.6624,122.6624,122.6624,2026-07-31 12:27:00,13
3592.327662,122.651,122.69,122.8011,122.8011,122.6,2026-07-31 12:28:00,18
1458.0,122.7156,122.7792,122.7606,122.7792,122.7,2026-07-31 12:29:00,20
1945.784476,122.6477,122.6,122.6,122.75,122.49,2026-07-31 12:30:00,56
